,X,isocode,country,Confirmed,Deaths,tests,MaxStringencyIndex,MeanStringencyIndex,MaxFacialCoverings,MeanFacialCoverings,MaxStayHome,MeanStayHome,totalvacci0tions,totalbooster,fullyvacnumber,logofConfirmed,logofDeaths,logofTests,logofTotalVaccines,logofTotalBoosters,logofFullyVacci0ted
147,146,SVK,Slovakia,1230343,14826,10774633579,74.07,51.13795666,4,3.149006623,2,0.829721362,5001505,0,2349722,14.02280355,9.604137675,23.10046047,15.42524943,0,14.66980758
148,147,SVN,Slovenia,430064,5303,428375293,85.19,51.00072948,4,3.036697248,2,0.82781457,2714211,321652,1157918,12.97168931,8.576027977,19.87551022,14.81401186,12.68122549,13.96213412
149,148,SLB,Solomon Islands,20,0,0,38.89,30.80578313,4,1.162079511,0,0,208046,0,46525,2.995732274,0,0,12.24551449,0,10.74774508
150,149,SOM,Somalia,23051,1331,0,60.19,31.40036036,3,2.782874618,2,0.902140673,964433,0,564612,10.04546443,7.193685818,0,13.77929564,0,13.24389405
151,150,ZAF,South Africa,3031694,89966,4329580516,75,51.9860303,4,3.021472393,2,2,26348830,0,14948436,14.9246321,11.4071871,22.1887365,17.08693443,0,16.52011724
152,151,KOR,South Korea,0,0,2388892896,67.59,52.24153153,3,3,1,0.55351682,86476510,3956401,41341888,0,0,21.59409587,18.27538337,15.19084533,17.53738678
153,152,SSD,South Sudan,12804,133,9594739,77.78,45.24885886,3,2.339449541,2,0.77675841,218154,0,133315,9.457512901,4.890349128,16.07672549,12.29295651,0,11.80047003
154,153,ESP,Spain,5202958,88159,2165574134,78.7,57.01046296,4,3.24382716,2,1.466049383,77157350,5499256,37655150,15.46473787,11.38689728,21.49595135,18.1613574,15.52012337,17.44398029
155,154,LKA,Sri Lanka,567682,14461,1232838794,90.74,73.90662651,4,3.428134557,3,2.036697248,29707010,0,13763844,13.24931668,9.57921065,20.93258531,17.2068936,0,16.43755571
156,155,SDN,Sudan,43489,3164,0,64.81,27.6472956,4,2.566037736,3,0.36163522,1659666,0,0,10.68026331,8.059592329,0,14.32212694,0,0
157,156,SUR,Suri0me,51009,1171,0,92.59,71.3753012,4,3.993506494,2,2,479697,0,221199,10.83975737,7.065613364,0,13.08090993,0,12.30681803
158,157,SWE,Sweden,1212145,15170,0,69.44,49.83772455,2,0.889908257,1,0.828746177,16097826,1131706,7179328,14.00790208,9.627075072,0,16.59419479,13.93923679,15.78671634
159,158,CHE,Switzerland,1044633,11591,2539016193,60.19,51.3710303,3,2.458715596,1,0.5382263,12045452,642345,5716809,13.85917619,9.357984214,21.65504252,16.30419772,13.37288082,15.55892134
160,159,SYR,Syria,48619,2777,0,60.65,40.90045045,3,2.503067485,2,0.688073394,1422377,0,739210,10.79176968,7.929126487,0,14.16783997,0,13.51333733
161,160,TWN,Taiwan,0,0,528637839,76.85,44.46737342,4,2.91509434,2,0.436708861,32471621,0,14169298,0,0,20.08581414,17.29587707,0,16.46658807
162,161,TJK,Tajikistan,17493,125,0,48.15,32.56134557,4,3.339869281,0,0,5579193,0,2555173,9.76955608,4.828313737,0,15.5345547,0,14.75363049
163,162,TZA,Tanzania,26270,730,0,38.89,12.60827586,2,0.699059561,1,0.065830721,1337045,0,983801,10.17618288,6.593044534,0,14.10597251,0,13.79917892
164,163,THA,Thailand,2145241,20966,2567368997,75.93,56.08984985,4,3.211009174,2,1.370030581,93753156,3494673,41732668,14.57876246,9.950657357,21.66614747,18.35617589,15.06675037,17.54679479
165,164,TLS,Timor,0,0,4139601,87.04,60.22794562,4,3.44648318,3,1.67791411,1112223,0,465372,0,0,15.23610996,13.92187127,0,13.05059236
166,165,TGO,Togo,26304,243,123050638,69.44,45.65887147,4,3.87460815,2,0.636363636,1665087,0,567834,10.1774763,5.493061443,18.62810652,14.32538793,0,13.2495844
167,166,TON,Tonga,1,0,0,81.02,45.79748466,2,0.73006135,2,1.993865031,118185,0,45002,0,0,0,11.68000647,0,10.71446221
168,167,TTO,Trinidad and Tobago,75134,2262,49182668,92.59,72.58603834,4,3.865625,2,1.0625,1297311,0,648391,11.22702846,7.724004657,17.71105184,14.07580422,0,13.38224919
169,168,TUN,Tunisia,718443,25401,285396724,85.19,60.6275976,4,3.354740061,2,1.660550459,10731223,469349,5247095,13.48484165,10.14254382,19.46939078,16.18866809,13.05910191,15.47318515
170,169,TUR,Turkey,8903087,77830,20021608175,87.04,61.74751515,4,4,3,1.048929664,120910438,13884811,50653666,16.00190863,11.26228224,23.72007794,18.61056065,16.44630607,17.74052217
171,170,TKM,Turkmenistan,0,0,0,73.15,61.77885886,4,3.146788991,2,0.25477707,7580976,0,3206282,0,0,0,15.84115251,0,14.98062257
172,171,UGA,Uganda,127655,3254,395811835,87.04,62.1190184,4,2.941717791,2,1.935582822,4751422,0,912983,11.75708659,8.087640288,19.79644949,15.3739545,0,13.72447254
173,172,UKR,Ukraine,3668794,93734,2794955955,76.39,57.45149068,4,2.653250774,1,0.551083591,25559141,0,11826757,15.11537356,11.44821626,21.75108218,17.05650558,0,16.28587506
174,173,ARE,United Arab Emirates,742328,2148,17560690811,66.2,53.5048048,3,2.804281346,1,0.097859327,21548528,2914743,8832256,13.51754647,7.672292456,23.58892876,16.88581807,14.88529221,15.99392103
175,174,GBR,United Kingdom,10523316,146055,60171872501,87.96,59.77157576,3,3,2,0.617737003,117880359,20258417,46527302,16.16910392,11.89173854,24.82047085,18.58518076,16.82408092,17.65554984
176,175,USA,United States,0,0,1.53E+11,71.76,57.42853211,4,3.434250765,2,1.189602446,470297846,46219529,197440859,0,0,25.75370513,19.96887677,17.64891297,19.10094965
177,176,VIR,United States Virgin Islands,0,0,0,49.07,41.41644068,3,3,2,0.661016949,0,0,0,0,0,0,0,0,0
178,177,URY,Uruguay,400925,6134,805239215,87.04,61.0670303,2,2,1,0.886850153,6825827,1413713,2660281,12.90152966,8.721602345,20.50664995,15.73622406,14.16173013,14.79394231
179,178,UZB,Uzbekistan,194333,1418,0,71.3,44.88672673,3,2.944954128,1,0.094801223,34182226,0,0,12.17732846,7.257002707,0,17.34721636,0,0
180,179,VUT,Vanuatu,6,1,0,22.22,21.46114114,1,0.088685015,0,0,129582,0,40110,1.791759469,0,0,11.77206916,0,10.59938096
181,180,VEN,Venezuela,434918,5193,0,97.22,81.87498489,4,4,3,1.993883792,26314390,0,9858581,12.98291279,8.555066844,0,17.0856265,0,16.1038528
182,181,VNM,Viet0m,1309092,26260,1549448162,79.17,68.84753846,3,3,2,1.683076923,126846771,0,53691472,14.08484433,10.17580215,21.16116468,18.65849039,0,17.79876474
183,182,YEM,Yemen,10025,1954,0,37.96,29.58249249,2,1.513761468,2,1.633027523,774953,0,361351,9.212837252,7.577633833,0,13.56055766,0,12.79760506
184,183,ZMB,Zambia,210312,3667,575485104,60.19,42.34681682,4,2.892966361,1,0.290519878,1134766,0,731770,12.25634742,8.207129168,20.1707239,13.94193702,0,13.50322154
185,184,ZWE,Zimbabwe,139046,4710,255030147,87.96,61.42780781,4,3.252459016,2,1.813455657,6759589,0,2884043,11.84256009,8.457443187,19.35689232,15.72647265,0,14.87470369
