location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Romania,2021-10-15,80+,21.24,20.21
Romania,2021-10-22,18-24,36.28,33.01
Romania,2021-10-22,25-49,39.2,36.29
Romania,2021-10-22,50-59,45.79,42.48
Romania,2021-10-22,60-69,44.72,41.63
Romania,2021-10-22,70-79,41.33,38.55
Romania,2021-10-22,80+,22.31,20.61
Romania,2021-10-29,18-24,40.67,36.23
Romania,2021-10-29,25-49,42.95,38.96
Romania,2021-10-29,50-59,49.88,45.17
Romania,2021-10-29,60-69,47.7,43.32
Romania,2021-10-29,70-79,43.81,39.77
Romania,2021-10-29,80+,23.6,21.21
Romania,2021-11-05,18-24,42.71,38.1
Romania,2021-11-05,25-49,44.65,40.53
Romania,2021-11-05,50-59,51.76,46.81
Romania,2021-11-05,60-69,49.31,44.57
Romania,2021-11-05,70-79,45.35,40.81
Romania,2021-11-05,80+,24.47,21.78
Romania,2021-11-12,18-24,44.04,40.1
Romania,2021-11-12,25-49,45.76,42.42
Romania,2021-11-12,50-59,52.92,48.99
Romania,2021-11-12,60-69,50.2,46.42
Romania,2021-11-12,70-79,46.18,42.42
Romania,2021-11-12,80+,24.97,22.63
Romania,2021-11-19,18-24,45.15,42.44
Romania,2021-11-19,25-49,46.7,44.42
Romania,2021-11-19,50-59,53.9,51.26
Romania,2021-11-19,60-69,50.98,48.34
Romania,2021-11-19,70-79,46.88,44.17
Romania,2021-11-19,80+,25.37,23.58
Slovakia,2021-01-08,18-24,0.28,0.0
Slovakia,2021-01-08,25-49,0.73,0.0
Slovakia,2021-01-08,50-59,1.04,0.0
Slovakia,2021-01-08,60-69,0.71,0.0
Slovakia,2021-01-08,70-79,0.3,0.0
Slovakia,2021-01-08,80+,0.12,0.0
Slovakia,2021-01-15,18-24,0.66,0.0
Slovakia,2021-01-15,25-49,1.54,0.0
Slovakia,2021-01-15,50-59,2.2,0.0
Slovakia,2021-01-15,60-69,1.48,0.0
Slovakia,2021-01-15,70-79,0.61,0.0
Slovakia,2021-01-15,80+,0.24,0.0
Slovakia,2021-01-22,18-24,1.2,0.01
Slovakia,2021-01-22,25-49,2.36,0.07
Slovakia,2021-01-22,50-59,3.34,0.09
Slovakia,2021-01-22,60-69,2.22,0.06
Slovakia,2021-01-22,70-79,1.04,0.02
Slovakia,2021-01-22,80+,0.85,0.01
Slovakia,2021-01-29,18-24,1.63,0.07
Slovakia,2021-01-29,25-49,2.77,0.24
Slovakia,2021-01-29,50-59,3.9,0.34
Slovakia,2021-01-29,60-69,2.76,0.23
Slovakia,2021-01-29,70-79,2.86,0.1
Slovakia,2021-01-29,80+,8.96,0.04
Slovakia,2021-02-05,18-24,1.85,0.28
Slovakia,2021-02-05,25-49,2.98,0.8
Slovakia,2021-02-05,50-59,4.18,1.12
Slovakia,2021-02-05,60-69,3.15,0.76
Slovakia,2021-02-05,70-79,7.62,0.32
Slovakia,2021-02-05,80+,18.34,0.13
Slovakia,2021-02-12,18-24,2.21,0.67
Slovakia,2021-02-12,25-49,3.69,1.55
Slovakia,2021-02-12,50-59,5.02,2.2
Slovakia,2021-02-12,60-69,3.67,1.49
Slovakia,2021-02-12,70-79,10.98,0.63
Slovakia,2021-02-12,80+,24.72,0.28
Slovakia,2021-02-19,18-24,2.44,1.18
Slovakia,2021-02-19,25-49,4.42,2.31
Slovakia,2021-02-19,50-59,6.09,3.26
Slovakia,2021-02-19,60-69,4.53,2.18
Slovakia,2021-02-19,70-79,12.42,1.06
Slovakia,2021-02-19,80+,27.08,0.87
Slovakia,2021-02-26,18-24,2.75,1.61
Slovakia,2021-02-26,25-49,5.38,2.74
Slovakia,2021-02-26,50-59,7.05,3.84
Slovakia,2021-02-26,60-69,4.9,2.71
Slovakia,2021-02-26,70-79,13.52,2.64
Slovakia,2021-02-26,80+,29.07,8.29
Slovakia,2021-03-05,18-24,3.23,1.83
Slovakia,2021-03-05,25-49,6.72,2.95
Slovakia,2021-03-05,50-59,8.72,4.13
Slovakia,2021-03-05,60-69,5.82,3.1
Slovakia,2021-03-05,70-79,13.99,7.43
Slovakia,2021-03-05,80+,29.83,17.7
Slovakia,2021-03-12,18-24,3.37,2.13
Slovakia,2021-03-12,25-49,7.04,3.21
Slovakia,2021-03-12,50-59,9.25,4.51
Slovakia,2021-03-12,60-69,11.13,3.62
Slovakia,2021-03-12,70-79,18.55,10.76
Slovakia,2021-03-12,80+,31.18,24.02
Slovakia,2021-03-19,18-24,3.69,2.3
Slovakia,2021-03-19,25-49,7.54,3.42
Slovakia,2021-03-19,50-59,10.37,5.08
Slovakia,2021-03-19,60-69,16.11,4.46
Slovakia,2021-03-19,70-79,30.43,12.21
Slovakia,2021-03-19,80+,34.9,26.37
Slovakia,2021-03-26,18-24,4.05,2.48
Slovakia,2021-03-26,25-49,8.13,3.62
Slovakia,2021-03-26,50-59,12.49,5.41
Slovakia,2021-03-26,60-69,19.65,4.84
Slovakia,2021-03-26,70-79,42.31,13.31
Slovakia,2021-03-26,80+,42.46,28.37
Slovakia,2021-04-02,18-24,4.32,2.52
Slovakia,2021-04-02,25-49,8.6,3.72
Slovakia,2021-04-02,50-59,15.07,5.56
Slovakia,2021-04-02,60-69,24.68,5.04
Slovakia,2021-04-02,70-79,50.04,13.69
Slovakia,2021-04-02,80+,44.76,29.0
Slovakia,2021-04-09,18-24,4.67,2.59
Slovakia,2021-04-09,25-49,9.37,3.84
Slovakia,2021-04-09,50-59,20.54,5.8
Slovakia,2021-04-09,60-69,29.73,5.48
Slovakia,2021-04-09,70-79,54.15,17.67
Slovakia,2021-04-09,80+,46.29,30.35
Slovakia,2021-04-16,18-24,4.94,2.67
Slovakia,2021-04-16,25-49,11.1,4.0
Slovakia,2021-04-16,50-59,23.81,6.09
Slovakia,2021-04-16,60-69,33.21,6.02
Slovakia,2021-04-16,70-79,56.7,28.47
Slovakia,2021-04-16,80+,47.68,33.93
Slovakia,2021-04-23,18-24,5.25,2.81
Slovakia,2021-04-23,25-49,12.35,4.59
Slovakia,2021-04-23,50-59,25.76,7.01
Slovakia,2021-04-23,60-69,35.94,7.1
Slovakia,2021-04-23,70-79,58.5,39.28
Slovakia,2021-04-23,80+,48.79,41.31
Slovakia,2021-04-30,18-24,5.93,2.92
Slovakia,2021-04-30,25-49,13.95,5.06
Slovakia,2021-04-30,50-59,27.24,7.7
Slovakia,2021-04-30,60-69,40.28,11.29
Slovakia,2021-04-30,70-79,60.89,47.52
Slovakia,2021-04-30,80+,50.16,43.64
Slovakia,2021-05-07,18-24,7.16,3.09
Slovakia,2021-05-07,25-49,16.06,5.93
Slovakia,2021-05-07,50-59,30.7,8.73
Slovakia,2021-05-07,60-69,45.34,16.01
Slovakia,2021-05-07,70-79,63.24,52.02
Slovakia,2021-05-07,80+,51.72,45.23
Slovakia,2021-05-14,18-24,8.37,3.51
Slovakia,2021-05-14,25-49,19.0,7.28
Slovakia,2021-05-14,50-59,36.54,10.52
Slovakia,2021-05-14,60-69,50.68,19.9
Slovakia,2021-05-14,70-79,65.01,54.54
Slovakia,2021-05-14,80+,52.99,46.64
Slovakia,2021-05-21,18-24,11.24,3.8
Slovakia,2021-05-21,25-49,23.9,7.97
Slovakia,2021-05-21,50-59,39.88,11.49
Slovakia,2021-05-21,60-69,53.32,27.19
Slovakia,2021-05-21,70-79,66.73,57.11
Slovakia,2021-05-21,80+,54.17,47.78
Slovakia,2021-05-28,18-24,14.39,4.43
Slovakia,2021-05-28,25-49,28.63,8.9
Slovakia,2021-05-28,50-59,42.73,12.89
Slovakia,2021-05-28,60-69,55.05,35.14
Slovakia,2021-05-28,70-79,67.91,59.92
Slovakia,2021-05-28,80+,55.01,49.16
Slovakia,2021-06-04,18-24,18.55,5.67
Slovakia,2021-06-04,25-49,31.65,10.62
Slovakia,2021-06-04,50-59,44.13,17.42
Slovakia,2021-06-04,60-69,56.16,42.85
Slovakia,2021-06-04,70-79,68.78,62.5
Slovakia,2021-06-04,80+,55.72,50.65
Slovakia,2021-06-11,18-24,21.34,7.07
Slovakia,2021-06-11,25-49,33.4,13.61
Slovakia,2021-06-11,50-59,45.34,25.22
Slovakia,2021-06-11,60-69,57.03,49.04
Slovakia,2021-06-11,70-79,69.51,64.31
Slovakia,2021-06-11,80+,56.36,51.86
Slovakia,2021-06-18,18-24,24.36,9.47
Slovakia,2021-06-18,25-49,34.71,18.23
Slovakia,2021-06-18,50-59,46.35,33.07
Slovakia,2021-06-18,60-69,57.92,52.1
Slovakia,2021-06-18,70-79,70.2,65.96
Slovakia,2021-06-18,80+,56.89,53.02
Slovakia,2021-06-25,18-24,26.45,12.58
Slovakia,2021-06-25,25-49,35.85,23.99
Slovakia,2021-06-25,50-59,47.17,38.64
Slovakia,2021-06-25,60-69,58.63,53.97
Slovakia,2021-06-25,70-79,70.79,67.12
Slovakia,2021-06-25,80+,57.36,53.79
Slovakia,2021-07-02,18-24,29.66,16.42
Slovakia,2021-07-02,25-49,37.44,28.53
Slovakia,2021-07-02,50-59,48.42,42.42
Slovakia,2021-07-02,60-69,59.44,55.55
Slovakia,2021-07-02,70-79,71.4,68.25
Slovakia,2021-07-02,80+,57.83,54.66
Slovakia,2021-07-09,18-24,32.64,20.08
Slovakia,2021-07-09,25-49,39.13,31.92
Slovakia,2021-07-09,50-59,49.74,44.7
Slovakia,2021-07-09,60-69,60.12,56.75
Slovakia,2021-07-09,70-79,71.87,69.19
Slovakia,2021-07-09,80+,58.16,55.36
Slovakia,2021-07-16,18-24,34.87,23.77
Slovakia,2021-07-16,25-49,40.52,34.4
Slovakia,2021-07-16,50-59,50.82,46.35
Slovakia,2021-07-16,60-69,60.75,57.77
Slovakia,2021-07-16,70-79,72.32,69.92
Slovakia,2021-07-16,80+,58.55,55.89
Slovakia,2021-07-23,18-24,36.18,26.4
Slovakia,2021-07-23,25-49,41.29,36.02
Slovakia,2021-07-23,50-59,51.52,47.4
Slovakia,2021-07-23,60-69,61.25,58.53
Slovakia,2021-07-23,70-79,72.73,70.53
Slovakia,2021-07-23,80+,58.89,56.41
Slovakia,2021-07-30,18-24,37.25,29.32
Slovakia,2021-07-30,25-49,41.99,37.58
Slovakia,2021-07-30,50-59,52.19,48.64
Slovakia,2021-07-30,60-69,61.7,59.33
Slovakia,2021-07-30,70-79,73.07,71.12
Slovakia,2021-07-30,80+,59.21,56.91
Slovakia,2021-08-06,18-24,38.28,32.29
Slovakia,2021-08-06,25-49,42.72,39.1
Slovakia,2021-08-06,50-59,52.94,49.84
Slovakia,2021-08-06,60-69,62.25,60.0
Slovakia,2021-08-06,70-79,73.52,71.59
Slovakia,2021-08-06,80+,59.57,57.25
Slovakia,2021-08-13,18-24,39.17,34.6
Slovakia,2021-08-13,25-49,43.35,40.42
Slovakia,2021-08-13,50-59,53.55,50.93
Slovakia,2021-08-13,60-69,62.66,60.68
Slovakia,2021-08-13,70-79,73.9,72.1
Slovakia,2021-08-13,80+,59.88,57.7
Slovakia,2021-08-20,18-24,40.18,36.18
Slovakia,2021-08-20,25-49,44.01,41.39
Slovakia,2021-08-20,50-59,54.18,51.74
Slovakia,2021-08-20,60-69,63.07,61.2
Slovakia,2021-08-20,70-79,74.26,72.51
Slovakia,2021-08-20,80+,60.18,58.04
Slovakia,2021-08-27,18-24,40.95,37.35
Slovakia,2021-08-27,25-49,44.51,42.14
Slovakia,2021-08-27,50-59,54.65,52.45
Slovakia,2021-08-27,60-69,63.4,61.71
Slovakia,2021-08-27,70-79,74.53,72.88
Slovakia,2021-08-27,80+,60.42,58.36
Slovakia,2021-09-03,18-24,41.64,38.34
Slovakia,2021-09-03,25-49,44.87,42.75
Slovakia,2021-09-03,50-59,54.94,53.03
Slovakia,2021-09-03,60-69,63.59,62.13
Slovakia,2021-09-03,70-79,74.7,73.24
Slovakia,2021-09-03,80+,60.56,58.66
Slovakia,2021-09-10,18-24,42.19,39.22
Slovakia,2021-09-10,25-49,45.19,43.32
Slovakia,2021-09-10,50-59,55.2,53.55
Slovakia,2021-09-10,60-69,63.77,62.49
Slovakia,2021-09-10,70-79,74.88,73.59
Slovakia,2021-09-10,80+,60.72,58.93
Slovakia,2021-09-17,18-24,42.81,40.06
Slovakia,2021-09-17,25-49,45.54,43.83
Slovakia,2021-09-17,50-59,55.47,54.05
Slovakia,2021-09-17,60-69,63.97,62.83
Slovakia,2021-09-17,70-79,75.04,73.9
Slovakia,2021-09-17,80+,60.88,59.19
Slovakia,2021-09-24,18-24,43.51,40.84
Slovakia,2021-09-24,25-49,45.96,44.32
Slovakia,2021-09-24,50-59,55.82,54.47
Slovakia,2021-09-24,60-69,64.24,63.14
Slovakia,2021-09-24,70-79,75.28,74.16
Slovakia,2021-09-24,80+,61.12,59.44
Slovakia,2021-10-01,18-24,44.11,41.53
Slovakia,2021-10-01,25-49,46.33,44.72
Slovakia,2021-10-01,50-59,56.14,54.81
Slovakia,2021-10-01,60-69,64.49,63.36
Slovakia,2021-10-01,70-79,75.48,74.35
Slovakia,2021-10-01,80+,61.34,59.6
Slovakia,2021-10-08,18-24,44.58,42.07
Slovakia,2021-10-08,25-49,46.65,45.06
Slovakia,2021-10-08,50-59,56.4,55.08
Slovakia,2021-10-08,60-69,64.67,63.55
Slovakia,2021-10-08,70-79,75.67,74.54
Slovakia,2021-10-08,80+,61.52,59.75
Slovakia,2021-10-15,18-24,44.98,42.6
Slovakia,2021-10-15,25-49,46.91,45.36
Slovakia,2021-10-15,50-59,56.61,55.32
Slovakia,2021-10-15,60-69,64.82,63.73
Slovakia,2021-10-15,70-79,75.8,74.68
Slovakia,2021-10-15,80+,61.65,59.88
Slovakia,2021-10-22,18-24,45.34,43.16
Slovakia,2021-10-22,25-49,47.17,45.7
Slovakia,2021-10-22,50-59,56.8,55.6
Slovakia,2021-10-22,60-69,64.97,63.95
Slovakia,2021-10-22,70-79,75.94,74.89
Slovakia,2021-10-22,80+,61.77,60.06
Slovakia,2021-10-29,18-24,45.75,43.68
Slovakia,2021-10-29,25-49,47.45,46.03
Slovakia,2021-10-29,50-59,57.02,55.88
Slovakia,2021-10-29,60-69,65.12,64.16
Slovakia,2021-10-29,70-79,76.07,75.07
Slovakia,2021-10-29,80+,61.92,60.24
Slovakia,2021-11-05,18-24,46.19,44.15
Slovakia,2021-11-05,25-49,47.81,46.37
Slovakia,2021-11-05,50-59,57.29,56.15
Slovakia,2021-11-05,60-69,65.29,64.33
Slovakia,2021-11-05,70-79,76.22,75.22
Slovakia,2021-11-05,80+,62.04,60.38
Slovakia,2021-11-12,18-24,47.08,44.8
Slovakia,2021-11-12,25-49,48.62,46.87
Slovakia,2021-11-12,50-59,57.98,56.55
Slovakia,2021-11-12,60-69,65.71,64.56
Slovakia,2021-11-12,70-79,76.55,75.39
Slovakia,2021-11-12,80+,62.33,60.54
Slovakia,2021-11-19,18-24,48.42,45.55
Slovakia,2021-11-19,25-49,49.73,47.43
Slovakia,2021-11-19,50-59,58.89,56.96
Slovakia,2021-11-19,60-69,66.21,64.78
Slovakia,2021-11-19,70-79,76.92,75.55
Slovakia,2021-11-19,80+,62.61,60.65
Slovakia,2021-11-23,18-24,48.55,45.59
Slovakia,2021-11-23,25-49,49.83,47.45
Slovakia,2021-11-23,50-59,58.98,56.98
Slovakia,2021-11-23,60-69,66.26,64.79
Slovakia,2021-11-23,70-79,76.97,75.56
Slovakia,2021-11-23,80+,62.65,60.66
Slovenia,2021-01-01,18-24,0.01,0.0
Slovenia,2021-01-01,25-49,0.07,0.0
Slovenia,2021-01-01,50-59,0.17,0.0
Slovenia,2021-01-01,60-69,0.2,0.0
Slovenia,2021-01-01,70-79,0.52,0.0
Slovenia,2021-01-01,80+,3.27,0.0
Slovenia,2021-01-08,18-24,0.34,0.0
Slovenia,2021-01-08,25-49,1.62,0.0
Slovenia,2021-01-08,50-59,2.32,0.0
Slovenia,2021-01-08,60-69,1.32,0.0
Slovenia,2021-01-08,70-79,1.25,0.0
Slovenia,2021-01-08,80+,5.02,0.0
Slovenia,2021-01-15,18-24,0.52,0.0
Slovenia,2021-01-15,25-49,2.04,0.01
Slovenia,2021-01-15,50-59,2.86,0.01
Slovenia,2021-01-15,60-69,1.66,0.01
Slovenia,2021-01-15,70-79,1.76,0.0
Slovenia,2021-01-15,80+,15.67,0.01
Slovenia,2021-01-22,18-24,0.57,0.06
Slovenia,2021-01-22,25-49,2.21,0.34
Slovenia,2021-01-22,50-59,3.09,0.62
Slovenia,2021-01-22,60-69,1.74,0.42
Slovenia,2021-01-22,70-79,1.87,0.67
Slovenia,2021-01-22,80+,17.48,3.61
Slovenia,2021-01-29,18-24,0.63,0.3
Slovenia,2021-01-29,25-49,2.29,1.47
Slovenia,2021-01-29,50-59,3.17,2.14
Slovenia,2021-01-29,60-69,1.78,1.21
Slovenia,2021-01-29,70-79,1.92,1.11
Slovenia,2021-01-29,80+,17.8,4.21
Slovenia,2021-02-05,18-24,0.65,0.48
Slovenia,2021-02-05,25-49,2.32,1.92
Slovenia,2021-02-05,50-59,3.21,2.71
Slovenia,2021-02-05,60-69,1.81,1.57
Slovenia,2021-02-05,70-79,1.94,1.59
Slovenia,2021-02-05,80+,18.43,14.34
Slovenia,2021-02-12,18-24,1.1,0.55
Slovenia,2021-02-12,25-49,2.6,2.11
Slovenia,2021-02-12,50-59,3.5,2.94
Slovenia,2021-02-12,60-69,1.96,1.66
Slovenia,2021-02-12,70-79,2.12,1.72
Slovenia,2021-02-12,80+,30.06,16.08
Slovenia,2021-02-19,18-24,1.49,0.6
Slovenia,2021-02-19,25-49,2.82,2.2
Slovenia,2021-02-19,50-59,3.84,3.06
Slovenia,2021-02-19,60-69,2.4,1.71
Slovenia,2021-02-19,70-79,3.67,1.77
Slovenia,2021-02-19,80+,44.07,16.77
Slovenia,2021-02-26,18-24,1.62,0.63
Slovenia,2021-02-26,25-49,3.04,2.25
Slovenia,2021-02-26,50-59,4.49,3.11
Slovenia,2021-02-26,60-69,3.58,1.74
Slovenia,2021-02-26,70-79,9.55,1.8
Slovenia,2021-02-26,80+,53.25,17.04
Slovenia,2021-03-05,18-24,1.82,0.69
Slovenia,2021-03-05,25-49,3.33,2.37
Slovenia,2021-03-05,50-59,5.5,3.24
Slovenia,2021-03-05,60-69,5.34,1.81
Slovenia,2021-03-05,70-79,14.59,1.92
Slovenia,2021-03-05,80+,56.26,25.99
Slovenia,2021-03-12,18-24,2.04,0.73
Slovenia,2021-03-12,25-49,4.51,2.44
Slovenia,2021-03-12,50-59,8.32,3.33
Slovenia,2021-03-12,60-69,8.81,1.88
Slovenia,2021-03-12,70-79,16.0,3.38
Slovenia,2021-03-12,80+,57.67,41.43
Slovenia,2021-03-19,18-24,2.07,0.75
Slovenia,2021-03-19,25-49,4.71,2.47
Slovenia,2021-03-19,50-59,8.71,3.37
Slovenia,2021-03-19,60-69,9.12,1.91
Slovenia,2021-03-19,70-79,18.99,8.79
Slovenia,2021-03-19,80+,59.49,50.19
Slovenia,2021-03-26,18-24,2.4,0.77
Slovenia,2021-03-26,25-49,5.89,2.49
Slovenia,2021-03-26,50-59,11.07,3.39
Slovenia,2021-03-26,60-69,11.75,1.98
Slovenia,2021-03-26,70-79,30.29,11.87
Slovenia,2021-03-26,80+,62.13,52.36
Slovenia,2021-04-02,18-24,2.55,0.77
Slovenia,2021-04-02,25-49,6.65,2.51
Slovenia,2021-04-02,50-59,12.35,3.42
Slovenia,2021-04-02,60-69,15.32,2.02
Slovenia,2021-04-02,70-79,48.89,14.25
Slovenia,2021-04-02,80+,63.64,54.16
Slovenia,2021-04-09,18-24,2.61,0.78
Slovenia,2021-04-09,25-49,6.75,2.52
Slovenia,2021-04-09,50-59,12.65,3.44
Slovenia,2021-04-09,60-69,27.89,2.07
Slovenia,2021-04-09,70-79,57.24,15.14
Slovenia,2021-04-09,80+,64.75,55.06
Slovenia,2021-04-16,18-24,2.68,0.8
Slovenia,2021-04-16,25-49,6.93,2.55
Slovenia,2021-04-16,50-59,13.18,3.49
Slovenia,2021-04-16,60-69,36.07,2.36
Slovenia,2021-04-16,70-79,61.42,26.27
Slovenia,2021-04-16,80+,65.65,58.19
Slovenia,2021-04-23,18-24,5.46,0.86
Slovenia,2021-04-23,25-49,7.83,2.6
Slovenia,2021-04-23,50-59,16.08,3.64
Slovenia,2021-04-23,60-69,40.85,3.67
Slovenia,2021-04-23,70-79,63.67,40.11
Slovenia,2021-04-23,80+,66.43,59.49
Slovenia,2021-04-30,18-24,5.67,1.05
Slovenia,2021-04-30,25-49,8.12,2.69
Slovenia,2021-04-30,50-59,17.33,3.88
Slovenia,2021-04-30,60-69,44.15,10.98
Slovenia,2021-04-30,70-79,65.05,50.59
Slovenia,2021-04-30,80+,67.06,60.5
Slovenia,2021-05-07,18-24,5.99,1.38
Slovenia,2021-05-07,25-49,9.34,3.11
Slovenia,2021-05-07,50-59,27.97,4.58
Slovenia,2021-05-07,60-69,48.59,18.34
Slovenia,2021-05-07,70-79,67.21,57.9
Slovenia,2021-05-07,80+,68.19,61.61
Slovenia,2021-05-14,18-24,7.46,2.19
Slovenia,2021-05-14,25-49,13.9,4.39
Slovenia,2021-05-14,50-59,35.13,5.86
Slovenia,2021-05-14,60-69,52.12,23.77
Slovenia,2021-05-14,70-79,69.24,60.69
Slovenia,2021-05-14,80+,69.46,62.52
Slovenia,2021-05-21,18-24,11.4,2.93
Slovenia,2021-05-21,25-49,19.77,5.88
Slovenia,2021-05-21,50-59,39.61,9.13
Slovenia,2021-05-21,60-69,54.82,30.82
Slovenia,2021-05-21,70-79,71.01,62.93
Slovenia,2021-05-21,80+,70.65,63.54
Slovenia,2021-05-28,18-24,12.88,3.66
Slovenia,2021-05-28,25-49,21.58,7.36
Slovenia,2021-05-28,50-59,42.51,20.08
Slovenia,2021-05-28,60-69,57.01,37.6
Slovenia,2021-05-28,70-79,72.44,65.46
Slovenia,2021-05-28,80+,71.76,64.62
Slovenia,2021-06-04,18-24,17.82,5.66
Slovenia,2021-06-04,25-49,26.55,11.12
Slovenia,2021-06-04,50-59,46.36,29.11
Slovenia,2021-06-04,60-69,59.03,44.63
Slovenia,2021-06-04,70-79,73.68,67.46
Slovenia,2021-06-04,80+,72.84,65.7
Slovenia,2021-06-11,18-24,22.89,8.36
Slovenia,2021-06-11,25-49,30.81,15.78
Slovenia,2021-06-11,50-59,48.6,34.39
Slovenia,2021-06-11,60-69,60.34,49.23
Slovenia,2021-06-11,70-79,74.59,68.83
Slovenia,2021-06-11,80+,73.69,66.41
Slovenia,2021-06-18,18-24,26.19,11.03
Slovenia,2021-06-18,25-49,32.89,18.95
Slovenia,2021-06-18,50-59,49.87,37.61
Slovenia,2021-06-18,60-69,61.3,52.09
Slovenia,2021-06-18,70-79,75.33,69.84
Slovenia,2021-06-18,80+,74.27,67.08
Slovenia,2021-06-25,18-24,27.66,14.61
Slovenia,2021-06-25,25-49,33.78,22.47
Slovenia,2021-06-25,50-59,50.63,41.57
Slovenia,2021-06-25,60-69,61.91,54.92
Slovenia,2021-06-25,70-79,75.82,71.16
Slovenia,2021-06-25,80+,74.64,67.73
Slovenia,2021-07-02,18-24,29.06,19.7
Slovenia,2021-07-02,25-49,34.64,26.73
Slovenia,2021-07-02,50-59,51.38,44.53
Slovenia,2021-07-02,60-69,62.58,57.31
Slovenia,2021-07-02,70-79,76.37,72.11
Slovenia,2021-07-02,80+,75.04,68.44
Slovenia,2021-07-09,18-24,30.42,23.71
Slovenia,2021-07-09,25-49,35.67,29.79
Slovenia,2021-07-09,50-59,52.46,46.64
Slovenia,2021-07-09,60-69,63.61,58.92
Slovenia,2021-07-09,70-79,77.26,72.96
Slovenia,2021-07-09,80+,75.61,68.91
Slovenia,2021-07-16,18-24,32.43,26.79
Slovenia,2021-07-16,25-49,37.41,32.03
Slovenia,2021-07-16,50-59,54.05,48.17
Slovenia,2021-07-16,60-69,64.84,59.97
Slovenia,2021-07-16,70-79,78.22,73.63
Slovenia,2021-07-16,80+,76.21,69.44
Slovenia,2021-07-23,18-24,34.53,28.89
Slovenia,2021-07-23,25-49,39.03,33.7
Slovenia,2021-07-23,50-59,55.56,49.46
Slovenia,2021-07-23,60-69,66.0,60.87
Slovenia,2021-07-23,70-79,79.14,74.27
Slovenia,2021-07-23,80+,76.79,70.18
Slovenia,2021-07-30,18-24,36.56,30.76
Slovenia,2021-07-30,25-49,40.51,35.17
Slovenia,2021-07-30,50-59,56.97,50.68
Slovenia,2021-07-30,60-69,67.07,61.9
Slovenia,2021-07-30,70-79,80.01,75.17
Slovenia,2021-07-30,80+,77.32,71.16
Slovenia,2021-08-06,18-24,38.08,32.46
Slovenia,2021-08-06,25-49,41.66,36.49
Slovenia,2021-08-06,50-59,58.03,51.98
Slovenia,2021-08-06,60-69,67.92,63.02
Slovenia,2021-08-06,70-79,80.79,76.13
Slovenia,2021-08-06,80+,77.84,72.25
Slovenia,2021-08-13,18-24,39.49,34.26
Slovenia,2021-08-13,25-49,42.58,37.74
Slovenia,2021-08-13,50-59,58.86,53.16
Slovenia,2021-08-13,60-69,68.59,64.01
Slovenia,2021-08-13,70-79,81.4,77.01
Slovenia,2021-08-13,80+,78.28,73.02
Slovenia,2021-08-20,18-24,41.15,36.14
Slovenia,2021-08-20,25-49,43.58,39.02
Slovenia,2021-08-20,50-59,59.84,54.4
Slovenia,2021-08-20,60-69,69.36,65.04
Slovenia,2021-08-20,70-79,82.18,77.9
Slovenia,2021-08-20,80+,79.05,73.72
Slovenia,2021-08-27,18-24,42.75,37.76
Slovenia,2021-08-27,25-49,44.67,40.21
Slovenia,2021-08-27,50-59,60.77,55.44
Slovenia,2021-08-27,60-69,70.06,65.91
Slovenia,2021-08-27,70-79,82.86,78.72
Slovenia,2021-08-27,80+,79.73,74.65
Slovenia,2021-09-03,18-24,44.07,39.23
Slovenia,2021-09-03,25-49,45.64,41.21
Slovenia,2021-09-03,50-59,61.54,56.25
Slovenia,2021-09-03,60-69,70.69,66.63
Slovenia,2021-09-03,70-79,83.41,79.34
Slovenia,2021-09-03,80+,80.23,75.18
Slovenia,2021-09-10,18-24,45.81,40.98
Slovenia,2021-09-10,25-49,47.22,42.44
Slovenia,2021-09-10,50-59,62.81,57.34
Slovenia,2021-09-10,60-69,71.73,67.48
Slovenia,2021-09-10,70-79,84.32,80.13
Slovenia,2021-09-10,80+,80.99,75.99
Slovenia,2021-09-17,18-24,50.7,43.77
Slovenia,2021-09-17,25-49,51.51,44.7
Slovenia,2021-09-17,50-59,66.56,59.32
Slovenia,2021-09-17,60-69,74.47,68.81
Slovenia,2021-09-17,70-79,86.64,81.26
Slovenia,2021-09-17,80+,82.79,77.01
Slovenia,2021-09-24,18-24,53.08,45.5
Slovenia,2021-09-24,25-49,53.17,45.95
Slovenia,2021-09-24,50-59,67.91,60.41
Slovenia,2021-09-24,60-69,75.58,69.66
Slovenia,2021-09-24,70-79,87.71,82.02
Slovenia,2021-09-24,80+,83.9,77.74
Slovenia,2021-10-01,18-24,54.27,46.94
Slovenia,2021-10-01,25-49,53.99,47.12
Slovenia,2021-10-01,50-59,68.54,61.39
Slovenia,2021-10-01,60-69,76.09,70.56
Slovenia,2021-10-01,70-79,88.17,82.83
Slovenia,2021-10-01,80+,84.45,78.48
Slovenia,2021-10-08,18-24,54.82,49.4
Slovenia,2021-10-08,25-49,54.35,49.18
Slovenia,2021-10-08,50-59,68.83,63.35
Slovenia,2021-10-08,60-69,76.32,72.21
Slovenia,2021-10-08,70-79,88.36,84.36
Slovenia,2021-10-08,80+,84.7,79.8
Slovenia,2021-10-15,18-24,55.2,51.13
Slovenia,2021-10-15,25-49,54.63,50.44
Slovenia,2021-10-15,50-59,69.05,64.47
Slovenia,2021-10-15,60-69,76.48,73.16
Slovenia,2021-10-15,70-79,88.5,85.41
